Time,Flowrate,Pressure
505.524861,23034.7066,8213.8599
505.947361,23035.3008,8213.7629
506.369861,23035.1155,8213.5498
506.792361,23039.9866,8213.496
507.214861,23035.9354,8213.3491
507.637361,23036.496,8213.2455
508.059861,23038.273,8213.1437
508.482361,23036.0266,8212.9459
508.904861,23034.9504,8212.7482
509.327361,23034.24,8212.7741
509.749861,23037.3226,8212.6839
510.172361,23033.496,8212.4967
510.594861,23045.7542,8212.2903
511.017361,23037.1594,8212.1789
511.439861,23037.8698,8212.0541
511.862361,23040.8304,8211.8688
512.284861,23036.7955,8211.8688
512.707361,23034.287,8211.7421
513.129861,23219.8272,8205.1527
513.552361,23320.5187,8201.0295
513.974861,23328.3792,8200.7731
514.397361,23321.7974,8200.5399
514.819861,23326.4947,8200.2221
515.242361,23322.5827,8200.3075
515.664861,23322.3917,8200.0032
516.087361,23321.0208,8199.8707
516.509861,23326.1174,8199.8333
516.932361,23320.2278,8199.8055
517.354861,23315.7773,8199.7584
517.777361,23320.8374,8199.5463
518.199861,23317.4381,8199.1536
518.622361,23323.727,8199.2755
519.044861,23320.6877,8199.2103
519.467361,23321.711,8199.0451
519.889861,23321.6986,8198.9683
520.312361,23318.4202,8198.6659
520.734861,23321.1283,8198.6477
521.157361,23322.1459,8198.5114
521.579861,23316.7085,8198.4442
522.002361,23314.9238,8198.3079
522.424861,23321.3808,8198.0698
522.847361,23323.5677,8198.0823
523.269861,23316.9878,8197.9968
523.692361,23324.2032,8197.6282
524.114861,23317.5792,8197.6445
524.537361,23321.1523,8197.5754
524.959861,23316.8774,8197.2442
525.382361,23319.2083,8197.2288
525.804861,23317.9747,8197.0589
526.227361,23319.4646,8196.9264
526.649861,23313.5722,8197.0944
527.072361,23318.6698,8197.0455
527.494861,23318.8051,8196.4839
527.917361,23320.5619,8196.361
528.339861,23317.8451,8196.5319
528.762361,23320.0013,8196.2208
529.184861,23319.9619,8196.3946
529.607361,23320.7606,8196.2333
530.029861,23319.8064,8196.1095
530.450556,23318.593,8196.0336
530.873056,23321.0458,8195.8042
531.295556,23326.2826,8195.3501
531.718056,23326.033,8195.6602
532.140556,23324.3472,8195.3616
532.563056,23327.9002,8195.3453
532.985556,23326.1664,8195.3232
533.408056,23325.167,8195.0813
533.830556,23334.3504,8194.9229
534.253056,23320.7453,8194.6944
534.675556,23325.5626,8194.7655
535.098056,23323.1626,8194.8135
535.520556,23326.5245,8194.6666
535.943056,23320.8374,8194.488
536.365556,23317.9219,8194.6992
536.788056,23330.3962,8194.3248
537.210556,23334.2698,8193.9523
537.633056,23327.8234,8194.1011
538.055556,23326.8528,8194.033
538.478056,23319.1354,8193.8967
538.900556,23320.6253,8193.7805
539.323056,23320.007,8193.7402
539.745556,23329.0051,8193.1143
540.168056,23314.0877,8193.5242
540.590556,23319.7574,8193.3149
541.013056,23318.4432,8193.3879
541.435556,23324.1638,8193.2026
541.858056,23313.0902,8193.0605
542.280556,23322.889,8192.9539
542.703056,23317.7722,8192.7965
543.125556,23316.2659,8192.761
543.548056,23315.8781,8192.5335
543.970556,23318.4941,8192.4567
544.393056,23321.4413,8192.2291
544.815556,23317.416,8192.281
545.238056,23317.2566,8192.2339
545.660556,23311.0406,8192.1303
546.083056,23317.8019,8191.9949
546.505556,23320.7002,8191.6416
546.928056,23322.049,8191.6282
547.350556,23318.0266,8191.6387
547.773056,23325.3504,8191.5091
548.195556,23310.9245,8191.393
548.618056,23314.4045,8191.32
549.040556,23312.0659,8191.2384
549.463056,23317.4246,8191.0695
549.885556,23316.9187,8191.0061
550.308056,23317.1117,8190.8746
550.730556,23315.3405,8190.9024
551.153056,23323.9555,8190.4397
551.575556,23309.8128,8190.6922
551.998056,23308.7827,8190.5367
552.420556,23317.0992,8190.4099
552.843056,23316.3994,8190.3043
553.265556,22843.2192,8207.6439
553.688056,22317.5645,8227.1914
554.110556,22586.689,8218.2039
554.533056,0,8802.1709
554.955556,0,8830.2586
555.378056,0,8841.8919
555.800556,0,8849.6842
556.223056,0,8856.0624
556.645556,0,8861.3597
557.068056,0,8865.8928
557.490556,0,8869.9258
557.913056,0,8873.5421
558.335556,0,8876.7946
558.758056,0,8879.8301
559.180556,0,8882.64
559.603056,0,8885.2531
560.025556,0,8887.7155
560.448056,0,8890.0339
560.870556,0,8892.2189
561.293056,0,8894.2867
561.71375,0,8896.248
562.13625,0,8898.1335
562.55875,0,8899.9306
562.98125,0,8901.6711
563.40375,5870.6822,8799.9043
563.82625,5929.8115,8794.9277
564.24875,8012.1936,8746.9728
564.67125,9441.9638,8711.3885
565.09375,9398.063,8709.553
565.51625,9746.8618,8699.1619
565.93875,12688.9939,8621.1754
566.36125,12593.8051,8619.5434
566.78375,14735.1667,8555.4931
567.20625,14609.0717,8556.3005
567.62875,14451.0154,8559.025
568.05125,13536.8064,8584.2461
568.47375,14268.9533,8562.3955
568.89625,15251.4163,8531.5498
569.31875,16929.2602,8480.7178
569.74125,16334.8704,8495.4154
570.16375,17485.1885,8458.0675
570.58625,17289.2006,8462.2032
571.00875,18622.3805,8418.0394
571.43125,18482.2051,8420.4576
571.85375,19350.8602,8390.8186
572.27625,19974.1709,8367.5079
572.69875,21013.1174,8330.4547
573.12125,21668.6851,8305.4122
573.54375,22086.2323,8288.7831
573.96625,22075.3594,8287.1367
574.38875,22074.6586,8285.4624
574.81125,22065.8102,8283.7623
575.23375,22056.3005,8282.6707
575.65625,22052.376,8281.6215
576.07875,22046.424,8280.529
576.50125,22034.5402,8280.0586
576.92375,22037.5517,8279.04
577.34625,22029.0509,8278.1472
577.76875,22030.9219,8277.3591
578.19125,22029.8323,8276.7629
578.61375,22027.9949,8275.9671
579.03625,22027.3296,8275.2413
579.45875,22021.2922,8274.6576
579.88125,22024.6214,8274.0192
580.30375,22013.9923,8273.7226
580.72625,22011.3014,8273.1187
581.14875,22016.6246,8272.2922
581.57125,22008.9302,8272.0954
581.99375,22010.3702,8271.3831
582.41625,22010.3981,8270.9895
582.83875,22010.2704,8270.5181
583.26125,22009.6858,8269.9507
583.68375,22007.5853,8269.7443
584.10625,21998.9846,8269.3459
584.52875,22006.0166,8268.6269
584.95125,22007.6736,8268.24
585.37375,22013.6381,8267.6256
585.79625,22009.009,8267.4346
586.21875,22008.7728,8266.992
586.64125,22002.6883,8266.7847
587.06375,22003.2941,8266.4659
587.48625,22004.0755,8266.1491
587.90875,22001.3885,8265.7738
588.33125,22004.5949,8265.4752
588.75375,22002.2227,8265.2928
589.17625,21996.1651,8264.9415
589.59875,22004.7773,8264.2877
590.02125,22009.6666,8263.9901
590.44375,21999.9734,8264.0995
590.86625,21995.8272,8263.8931
591.28875,21990.5414,8263.6407
591.71125,21990.816,8263.4189
592.13375,21996.2045,8263.1069
592.55625,21988.7923,8262.816
592.976944,21992.7466,8262.4167
593.399444,21992.9453,8262.0269
593.821944,21994.0272,8261.8512
594.244444,21991.0685,8261.5978
594.666944,21993.1334,8261.2819
595.089444,21991.4026,8261.1619
595.511944,21991.56,8260.8864
595.934444,21988.5302,8260.7395
596.356944,21990.5981,8260.4304
596.779444,21992.1245,8260.1655
597.201944,21990.1728,8259.8986
597.624444,21998.8934,8259.4944
598.046944,22000.9296,8259.0499
598.469444,21148.151,8289.3754
598.891944,20970.2592,8295.9725
599.314444,20511.4954,8313.2256
599.736944,20697.0605,8306.5219
600.159444,21093,8292.6547
600.581944,20084.2954,8328.3197
601.004444,20250.7987,8322.6557
601.426944,20257.969,8322.3648
601.849444,20304.1258,8320.9699
602.271944,20298.4522,8321.1677
602.694444,20264.6534,8322.1411
603.116944,20302.6541,8320.9171
603.539444,20297.2253,8321.3242
603.961944,5237.2541,8736.3466
604.384444,0,8847.2151
604.806944,0,8858.8752
605.229444,0,8866.4775
605.651944,0,8872.1856
606.074444,0,8876.7389
606.496944,0,8881.0272
606.919444,0,8884.6819
607.341944,0,8887.9258
607.764444,0,8890.8855
608.186944,0,8893.6282
608.609444,0,8896.1751
609.031944,0,8898.5069
609.454444,0,8900.6717
609.876944,0,8902.7895
610.299444,0,8904.8813
610.721944,0,8906.8695
611.144444,0,8908.6848
611.566944,0,8910.3245
611.989444,0,8911.9507
612.411944,0,8913.5155
612.834444,0,8915.0074
613.256944,0,8916.4483
613.679444,0,8917.849
614.101944,0,8919.2016
614.524444,0,8920.5053
614.946944,0,8921.7648
615.369444,0,8922.9888
615.791944,0,8924.184
616.214444,0,8925.3562
616.636944,0,8926.4909
617.059444,0,8927.5939
617.481944,0,8928.6835
617.904444,0,8929.7367
618.326944,0,8930.7591
618.749444,0,8931.7642
619.171944,0,8932.7319
619.594444,0,8933.6957
620.016944,0,8934.6346
620.439444,0,8935.5562
620.861944,0,8936.4509
621.284444,0,8937.3331
621.706944,0,8938.1991
622.129444,0,8939.0439
622.551944,0,8939.881
622.974444,0,8940.7008
623.396944,0,8941.5005
623.819444,0,8942.2915
624.240139,0,8943.0643
624.662639,0,8943.8247
625.085139,0,8944.5792
625.507639,0,8945.3194
625.930139,0,8946.0432
626.352639,0,8946.7623
626.775139,0,8947.4669
627.197639,0,8948.161
627.620139,0,8948.8435
628.042639,0,8949.5146
628.465139,0,8950.1741
628.887639,0,8950.8298
629.310139,0,8951.4682
629.732639,0,8952.097
630.155139,0,8952.7287
630.577639,0,8953.3469
631.000139,0,8953.9421
631.422639,0,8954.5402
631.845139,0,8955.1344
632.267639,0,8955.7229
632.690139,0,8956.3047
633.112639,0,8956.8787
633.535139,0,8957.4499
633.957639,3407.7917,8899.6551
634.380139,3465.5942,8897.3818
634.802639,5457.3581,8857.6003
635.225139,6725.3174,8829.3639
635.647639,7416.8352,8811.4109
636.070139,8873.7197,8774.8771
636.492639,10320.9686,8735.3751
636.915139,9960.073,8741.88
637.337639,12710.0179,8666.0871
637.760139,13028.4106,8654.4115
638.182639,12534.9514,8664.8535
638.605139,12325.5715,8669.0871
639.027639,12121.0867,8673.3312
639.450139,12501.7498,8661.4541
639.872639,12578.4643,8657.8839
640.295139,12190.2422,8667.5011
640.717639,12578.6208,8656.2672
641.140139,12580.0397,8655.0624
641.562639,12580.6339,8654.1053
641.985139,12582.3446,8653.2403
642.407639,12581.7859,8652.456
642.830139,12579.0019,8651.8282
643.252639,12577.3104,8651.1533
643.675139,12588.24,8650.4343
644.097639,12580.537,8649.9495
644.520139,12582.215,8649.3831
644.942639,12582.4291,8648.8618
645.365139,12748.1971,8643.7075
645.787639,13239.7046,8629.1981
646.210139,13374.9427,8624.2666
646.632639,13376.3837,8623.4621
647.055139,13372.9603,8622.8698
647.477639,13368.9696,8622.4791
647.900139,13377.2602,8621.8963
648.322639,13367.3539,8621.449
648.745139,13368.9619,8620.9267
649.167639,13374.0451,8620.4151
649.590139,13381.4506,8619.7363
650.012639,13378.9267,8619.3955
650.435139,13371.8352,8619.2275
650.857639,13380.6221,8618.592
651.280139,13383.6509,8618.2531
651.702639,13384.9834,8617.9229
652.125139,13388.2176,8617.4554
652.547639,13393.7376,8617.0752
652.970139,13389.407,8616.8775
653.392639,13385.1965,8616.6211
653.815139,13394.5085,8616.169
654.237639,13395.8813,8615.8407
654.660139,13394.9779,8615.5863
655.082639,13399.1232,8615.1648
655.503333,13401.0634,8614.9315
655.925833,13405.4102,8614.6051
656.348333,13410.1594,8614.1482
656.770833,13412.5891,8613.8621
657.193333,13413.7248,8613.7229
657.615833,13409.3107,8613.5491
658.038333,13416.1123,8613.2967
658.460833,13416.5866,8613.073
658.883333,13415.5469,8612.8272
659.305833,13413.4838,8612.7159
659.728333,13418.5651,8612.4643
660.150833,13409.8531,8612.4605
660.573333,13416.3005,8612.184
660.995833,13416.5664,8612.0573
661.418333,13422.6461,8611.7789
661.840833,13429.8979,8611.4871
662.263333,13428.7747,8611.3152
662.685833,13427.4662,8611.1664
663.108333,13427.6227,8610.9466
663.530833,13428.1536,8610.6797
663.953333,13432.2605,8610.6663
664.375833,13427.977,8610.5866
664.798333,13431.7642,8610.4551
665.220833,13423.2912,8610.3523
665.643333,13437.935,8609.9962
666.065833,13280.5104,8614.6531
666.488333,13283.7206,8614.488
666.910833,13289.1821,8614.3095
667.333333,13285.0771,8614.2048
667.755833,13293.2256,8614.0627
668.178333,13286.0803,8614.152
668.600833,13292.2896,8613.9331
669.023333,13301.5315,8613.6221
669.445833,13294.7683,8613.4867
669.868333,13296.9773,8613.4925
670.290833,13301.2224,8613.312
670.713333,13304.1014,8613.1507
671.135833,0,8902.897
671.558333,0,8917.0666
671.980833,0,8926.8941
672.403333,0,8936.3175
672.825833,0,8941.0176
673.248333,0,8940.8112
673.670833,0,8932.7808
674.093333,2235.9264,8906.3463
674.515833,4358.0765,8866.3363
674.938333,5988.5923,8830.489
675.360833,7103.543,8805.8266
675.783333,6823.4026,8810.8272
676.205833,8048.879,8782.9171
676.628333,8910.6883,8760.9629
677.050833,8925.2976,8758.5562
677.473333,8883.9302,8758.657
677.895833,10011.3082,8729.6592
678.318333,11394.0518,8692.0099
678.740833,12184.8077,8668.1712
679.163333,12167.6534,8666.8887
679.585833,12155.5363,8666.064
680.008333,12146.2138,8665.1232
680.430833,12137.7216,8664.5635
680.853333,12134.9933,8664.024
681.275833,12131.1418,8663.5546
681.698333,12128.3299,8663.0986
682.120833,12124.7318,8662.6157
682.543333,12124.5168,8662.2941
682.965833,12123.1306,8661.8851
683.388333,12125.1466,8661.5741
683.810833,12122.88,8661.2007
684.233333,12127.6752,8660.8243
684.655833,12124.1126,8660.5651
685.078333,12121.8422,8660.3376
685.500833,12122.9549,8660.1351
685.923333,12125.6534,8659.8451
686.345833,12125.2445,8659.5706
686.766527,12134.1984,8659.2826
687.189027,12123.8688,8659.1098
687.611527,12130.2298,8658.7719
688.034027,12131.6227,8658.6413
688.456527,12129.792,8658.4752
688.879027,12130.5062,8658.3965
689.301527,12126.8698,8658.2602
689.724027,12128.0035,8658.121
690.146527,12129.2285,8657.8435
690.569027,12136.417,8657.7255
690.991527,12132.3264,8657.6026
691.414027,12137.5267,8657.4509
691.836527,11776.9142,8667.6394
692.259027,11774.6266,8667.6605
692.681527,11779.9632,8667.6768
693.104027,11778.383,8667.5559
693.526527,11783.5162,8667.5232
693.949027,11781.6806,8667.4733
694.371527,11782.9325,8667.409
694.794027,12598.7405,8645.0775
695.216527,13145.544,8628.3773
695.639027,13191.0346,8626.0579
696.061527,13190.615,8625.7085
696.484027,13186.151,8625.1959
696.906527,13185.1718,8624.9885
697.329027,13182.2957,8624.6938
697.751527,13175.1898,8624.3597
698.174027,13182.696,8624.1946
698.596527,12507.481,8643.7805
699.019027,12511.991,8644.0023
699.441527,12504.4022,8644.105
699.864027,12847.8077,8634.0835
700.286527,12851.3443,8633.6602
700.709027,12708.3437,8637.5367
701.131527,12704.6525,8637.7507
701.554027,12705.6134,8637.6797
701.976527,12713.0851,8637.5424
702.399027,12705.4973,8637.4176
702.821527,13042.2442,8627.4567
703.244027,13045.0282,8627.0823
703.666527,13372.176,8617.3987
704.089027,13368.3571,8617.0426
704.511527,13366.9651,8616.8026
704.934027,13375.1875,8616.5511
705.356527,13371.5069,8616.2218
705.779027,13363.6656,8616.2727
706.201527,13357.1357,8616.2602
706.624027,13355.1158,8616.265
707.046527,13356.191,8616.072
707.469027,13364.6122,8615.8896
707.891527,13353.5405,8615.8474
708.314027,13352.905,8615.7178
708.736527,13352.9002,8615.6631
709.159027,13355.7734,8615.4528
709.581527,13364.927,8615.28
710.004027,13353.4339,8615.2234
710.426527,13355.4,8615.065
710.849027,13357.4688,8614.9258
711.271527,13358.4624,8614.824
711.694027,13357.9536,8614.7472
712.116527,13358.5478,8614.4938
712.539027,13357.6934,8614.4554
712.961527,13358.1514,8614.3738
713.384027,13357.0253,8614.2922
713.806527,13353.8006,8614.2394
714.229027,13354.0656,8614.1031
714.651527,13359.2506,8613.8775
715.074027,13362.2141,8613.8535
715.496527,13356.4166,8613.8199
715.919027,13352.9779,8613.7517
716.341527,13353.1133,8613.6567
716.764027,13355.3491,8613.5943
717.186527,12739.1453,8631.9139
717.607223,12744.7363,8632.0752
718.029723,12747.7066,8632.0762
718.452223,12747.0662,8632.1597
718.874723,12750.3014,8632.0695
719.297223,12748.4064,8632.0858
719.719723,12749.8848,8632.1578
720.142223,12752.5882,8632.0541
720.564723,12756.0682,8631.9706
720.987223,12757.4198,8631.9283
721.409723,12757.9373,8631.8871
721.832223,12758.2589,8631.8391
722.254723,12754.6714,8631.8947
722.677223,12758.1946,8631.7594
723.099723,12756.8582,8631.7373
723.522223,12758.0688,8631.6595
723.944723,12758.161,8631.5731
724.367223,12756.5798,8631.5664
724.789723,12763.5398,8631.5319
725.212223,12760.4275,8631.5866
725.634723,12758.5027,8631.4637
726.057223,12760.7578,8631.4599
726.479723,12758.2685,8631.3955
726.902223,12760.1146,8631.3667
727.324723,12763.1107,8631.2343
727.747223,12759.7786,8631.3091
728.169723,12760.0829,8631.2525
728.592223,12764.975,8631.121
729.014723,12764.4106,8631.0739
729.437223,12760.751,8631.001
729.859723,12765.4963,8631.0259
730.282223,12766.5571,8630.9808
730.704723,12768.863,8630.9146
731.127223,12765.2976,8630.8474
731.549723,12771.3542,8630.8023
731.972223,12767.3664,8630.7255
732.394723,12770.6534,8630.6986
732.817223,12770.0256,8630.6045
733.239723,12771.7805,8630.617
733.662223,12776.3626,8630.5095
734.084723,12770.327,8630.5507
734.507223,12779.3731,8630.3415
734.929723,12775.7645,8630.3741
735.352223,12775.4438,8630.2858
735.774723,12775.5533,8630.2541
736.197223,12781.5437,8630.256
736.619723,12777.791,8630.1658
737.042223,12783.0067,8630.1831
737.464723,12783.1066,8630.0535
737.887223,12780.3917,8630.1783
738.309723,12795.7325,8629.8643
738.732223,13102.4266,8620.4429
739.154723,13358.6131,8613.1152
739.577223,13427.3328,8610.3744
739.999723,13351.2509,8612.5056
740.422223,13353.073,8612.4461
740.844723,13346.0496,8612.257
741.267223,13344.7661,8612.2224
741.689723,13342.4371,8612.0861
742.112223,13346.711,8611.9219
742.534723,13340.0938,8612.0371
742.957223,13340.4365,8611.9123
743.379723,13340.9242,8611.8336
743.802223,13343.4835,8611.8221
744.224723,13340.6285,8611.6339
744.647223,13338.4445,8611.5888
745.069723,13339.5446,8611.4947
745.492223,13338.3427,8611.5034
745.914723,13337.4547,8611.3661
746.337223,13334.593,8611.4151
746.759723,13336.4602,8611.3248
747.182223,13340.449,8611.1635
747.604723,13345.559,8611.0455
748.027223,13343.111,8610.8851
748.449723,13342.3219,8610.8487
748.870417,13344.0029,8610.6912
749.292917,13342.5754,8610.7527
749.715417,13341.4992,8610.6144
750.137917,13339.4947,8610.4531
750.560417,13340.9395,8610.5117
750.982917,13337.2598,8610.4829
751.405417,13337.7302,8610.432
751.827917,13337.9741,8610.4339
752.250417,13346.4077,8610.3091
752.672917,13333.0454,8610.3341
753.095417,13338.1373,8610.2362
753.517917,13334.7802,8610.1987
753.940417,13341.1632,8609.9443
754.362917,13338.1795,8610.0739
754.785417,13344.3485,8609.8608
755.207917,13341.7718,8609.7706
755.630417,13343.255,8609.6487
756.052917,13350.4416,8609.5287
756.475417,13344.6893,8609.2531
756.897917,13351.5101,8609.2666
757.320417,13351.224,8609.1965
757.742917,13351.7069,8608.9373
758.165417,13358.7782,8608.8557
758.288194,13352.7475,8609.0314
